date,host,ip,icmp,ttl,rtt,trans_pack,recv_pack,pack_loss,min/avg/max/mdev
2023-06-21 15:27:46,2023-06-21 15:27:46,2023-06-21 15:27:46,71.623ms,0.87Mbit/s,0.50Mbit/s
2023-06-21 15:29:16,2023-06-21 15:29:16,2023-06-21 15:29:16,126.581ms,0.43Mbit/s,0.67Mbit/s
2023-06-21 15:30:39,2023-06-21 15:30:39,2023-06-21 15:30:39,88.77799999999999ms,1.09Mbit/s,0.33Mbit/s
2023-06-21 15:32:02,2023-06-21 15:32:02,2023-06-21 15:32:02,67.42999999999999ms,1.09Mbit/s,0.00Mbit/s
2023-06-21 15:33:23,2023-06-21 15:33:23,2023-06-21 15:33:23,129.848ms,1.09Mbit/s,0.33Mbit/s
2023-06-21 15:34:45,2023-06-21 15:34:45,2023-06-21 15:34:45,89.072ms,0.87Mbit/s,0.33Mbit/s
2023-06-21 15:36:12,2023-06-21 15:36:12,2023-06-21 15:36:12,89.822ms,0.44Mbit/s,0.67Mbit/s
2023-06-21 15:37:38,2023-06-21 15:37:38,2023-06-21 15:37:38,80.025ms,0.87Mbit/s,0.33Mbit/s
2023-06-21 15:38:51,2023-06-21 15:38:51,2023-06-21 15:38:51,79.81ms,0.08Mbit/s,0.83Mbit/s
2023-06-21 15:40:10,2023-06-21 15:40:10,2023-06-21 15:40:10,80.313ms,1.09Mbit/s,0.17Mbit/s
2023-06-21 15:41:36,2023-06-21 15:41:36,2023-06-21 15:41:36,101.70800000000001ms,0.87Mbit/s,0.50Mbit/s
2023-06-21 15:43:00,2023-06-21 15:43:00,2023-06-21 15:43:00,74.49499999999999ms,0.64Mbit/s,0.33Mbit/s
2023-06-21 15:44:20,2023-06-21 15:44:20,2023-06-21 15:44:20,68.778ms,0.44Mbit/s,0.84Mbit/s
2023-06-21 15:45:36,2023-06-21 15:45:36,2023-06-21 15:45:36,80.74900000000001ms,1.09Mbit/s,0.84Mbit/s
2023-06-21 15:47:02,2023-06-21 15:47:02,2023-06-21 15:47:02,123.816ms,0.87Mbit/s,0.50Mbit/s
2023-06-21 15:48:21,2023-06-21 15:48:21,2023-06-21 15:48:21,88.474ms,0.87Mbit/s,0.67Mbit/s
2023-06-21 15:49:44,2023-06-21 15:49:44,2023-06-21 15:49:44,98.053ms,1.08Mbit/s,0.33Mbit/s
2023-06-21 15:50:56,2023-06-21 15:50:56,2023-06-21 15:50:56,111.799ms,0.00Mbit/s,1.83Mbit/s
2023-06-21 15:52:03,2023-06-21 15:52:03,2023-06-21 15:52:03,96.239ms,0.00Mbit/s,1.87Mbit/s
2023-06-21 15:53:28,2023-06-21 15:53:28,2023-06-21 15:53:28,59.479ms,0.51Mbit/s,0.33Mbit/s
2023-06-21 15:54:49,2023-06-21 15:54:49,2023-06-21 15:54:49,75.63799999999999ms,0.87Mbit/s,0.63Mbit/s
2023-06-21 15:56:13,2023-06-21 15:56:13,2023-06-21 15:56:13,59.317ms,0.44Mbit/s,0.00Mbit/s
2023-06-21 15:57:35,2023-06-21 15:57:35,2023-06-21 15:57:35,72.93900000000001ms,0.44Mbit/s,0.50Mbit/s
2023-06-21 15:58:57,2023-06-21 15:58:57,2023-06-21 15:58:57,106.119ms,0.87Mbit/s,0.84Mbit/s
2023-06-21 16:00:24,2023-06-21 16:00:24,2023-06-21 16:00:24,111.976ms,0.87Mbit/s,0.50Mbit/s
2023-06-21 16:01:50,2023-06-21 16:01:50,2023-06-21 16:01:50,71.362ms,0.44Mbit/s,0.00Mbit/s
2023-06-21 16:03:12,2023-06-21 16:03:12,2023-06-21 16:03:12,94.652ms,0.87Mbit/s,0.84Mbit/s
2023-06-21 16:04:32,2023-06-21 16:04:32,2023-06-21 16:04:32,87.803ms,0.44Mbit/s,0.00Mbit/s
2023-06-21 16:05:58,2023-06-21 16:05:58,2023-06-21 16:05:58,74.23ms,0.87Mbit/s,0.50Mbit/s
2023-06-21 16:07:13,2023-06-21 16:07:13,2023-06-21 16:07:13,70.542ms,1.09Mbit/s,0.63Mbit/s
2023-06-21 16:08:34,2023-06-21 16:08:34,2023-06-21 16:08:34,95.897ms,1.09Mbit/s,0.50Mbit/s
2023-06-21 16:10:00,2023-06-21 16:10:00,2023-06-21 16:10:00,99.437ms,0.87Mbit/s,0.00Mbit/s
2023-06-21 16:11:21,2023-06-21 16:11:21,2023-06-21 16:11:21,93.67200000000001ms,1.09Mbit/s,0.33Mbit/s
2023-06-21 16:12:45,2023-06-21 16:12:45,2023-06-21 16:12:45,98.539ms,0.87Mbit/s,0.67Mbit/s
2023-06-21 16:14:09,2023-06-21 16:14:09,2023-06-21 16:14:09,89.32300000000001ms,1.03Mbit/s,0.67Mbit/s
2023-06-21 16:15:31,2023-06-21 16:15:31,2023-06-21 16:15:31,80.97399999999999ms,1.09Mbit/s,0.67Mbit/s
2023-06-21 16:16:53,2023-06-21 16:16:53,2023-06-21 16:16:53,104.00099999999999ms,1.09Mbit/s,0.33Mbit/s
2023-06-21 16:18:12,2023-06-21 16:18:12,2023-06-21 16:18:12,106.774ms,0.44Mbit/s,0.50Mbit/s
2023-06-21 16:19:32,2023-06-21 16:19:32,2023-06-21 16:19:32,75.91ms,0.64Mbit/s,0.33Mbit/s
2023-06-21 16:20:49,2023-06-21 16:20:49,2023-06-21 16:20:49,87.506ms,1.09Mbit/s,0.50Mbit/s
2023-06-21 16:22:10,2023-06-21 16:22:10,2023-06-21 16:22:10,85.928ms,0.87Mbit/s,0.84Mbit/s
2023-06-21 16:23:30,2023-06-21 16:23:30,2023-06-21 16:23:30,103.145ms,0.87Mbit/s,0.67Mbit/s
2023-06-21 16:24:50,2023-06-21 16:24:50,2023-06-21 16:24:50,96.76ms,1.09Mbit/s,0.33Mbit/s
2023-06-21 16:26:11,2023-06-21 16:26:11,2023-06-21 16:26:11,80.761ms,0.87Mbit/s,0.84Mbit/s
2023-06-21 16:27:27,2023-06-21 16:27:27,2023-06-21 16:27:27,98.781ms,0.87Mbit/s,0.63Mbit/s
2023-06-21 16:28:42,2023-06-21 16:28:42,2023-06-21 16:28:42,78.28699999999999ms,0.43Mbit/s,0.84Mbit/s
2023-06-21 16:30:08,2023-06-21 16:30:08,2023-06-21 16:30:08,86.274ms,0.87Mbit/s,0.67Mbit/s
